-1.32726E+02	 8.75300E+02
-1.29701E+02	 8.75300E+02
-1.26677E+02	 8.75300E+02
-1.23654E+02	 8.75100E+02
-1.20632E+02	 8.75200E+02
-1.17611E+02	 8.75600E+02
-1.14591E+02	 8.74800E+02
-1.11572E+02	 8.74900E+02
-1.08553E+02	 8.74800E+02
-1.05536E+02	 8.75200E+02
-1.02520E+02	 8.75000E+02
-9.95054E+01	 8.75200E+02
-9.64914E+01	 8.76000E+02
-9.34784E+01	 8.75400E+02
-9.04664E+01	 8.74800E+02
-8.74554E+01	 8.75300E+02
-8.44454E+01	 8.75800E+02
-8.14364E+01	 8.75200E+02
-7.84285E+01	 8.75200E+02
-7.54215E+01	 8.75300E+02
-7.24155E+01	 8.75200E+02
-6.94106E+01	 8.75100E+02
-6.64066E+01	 8.75400E+02
-6.34037E+01	 8.75100E+02
-6.04017E+01	 8.75200E+02
-5.74008E+01	 8.74900E+02
-5.44008E+01	 8.75600E+02
-5.14018E+01	 8.75300E+02
-4.84039E+01	 8.75400E+02
-4.54069E+01	 8.75500E+02
-4.24110E+01	 8.74900E+02
-3.94160E+01	 8.75200E+02
-3.64221E+01	 8.75100E+02
-3.34291E+01	 8.74800E+02
-3.04372E+01	 8.76300E+02
-2.74462E+01	 8.75100E+02
-2.44562E+01	 8.75900E+02
-2.14673E+01	 8.76000E+02
-1.84793E+01	 8.76500E+02
-1.54923E+01	 8.79600E+02
-1.25063E+01	 9.04900E+02
-9.52133E+00	 1.05480E+03
-6.53733E+00	 1.21580E+03
-3.55433E+00	 1.16620E+03
-5.72313E-01	 1.00570E+03
 2.40871E+00	 8.95900E+02
 5.38874E+00	 8.78200E+02
 8.36777E+00	 8.75700E+02
 1.13458E+01	 8.75500E+02
 1.43229E+01	 8.75700E+02
 1.72989E+01	 8.75300E+02
 2.02740E+01	 8.74900E+02
 2.32481E+01	 8.75100E+02
 2.62212E+01	 8.75300E+02
 2.91933E+01	 8.75000E+02
 3.21644E+01	 8.75800E+02
 3.51346E+01	 8.75200E+02
 3.81037E+01	 8.74700E+02
 4.10719E+01	 8.75200E+02
 4.40391E+01	 8.75000E+02
 4.70053E+01	 8.75600E+02
 4.99705E+01	 8.75300E+02
 5.29347E+01	 8.75400E+02
 5.58980E+01	 8.75000E+02
 5.88602E+01	 8.75700E+02
 6.18215E+01	 8.75600E+02
 6.47818E+01	 8.75000E+02
 6.77411E+01	 8.74600E+02
 7.06994E+01	 8.75300E+02
 7.36568E+01	 8.75300E+02
 7.66131E+01	 8.76600E+02
 7.95685E+01	 8.76400E+02
 8.25229E+01	 8.77400E+02
 8.54764E+01	 8.77500E+02
 8.84288E+01	 8.76700E+02
 9.13803E+01	 8.77500E+02
 9.43308E+01	 8.77500E+02
 9.72803E+01	 8.76900E+02
 1.00229E+02	 8.76600E+02
 1.03176E+02	 8.77100E+02
 1.06123E+02	 8.77300E+02
 1.09069E+02	 8.77500E+02
 1.12013E+02	 8.76600E+02
 1.14957E+02	 8.77400E+02
 1.17900E+02	 8.76700E+02
 1.20841E+02	 8.76600E+02
 1.23782E+02	 8.76500E+02
 1.26722E+02	 8.76300E+02
 1.29661E+02	 8.76700E+02
 1.32598E+02	 8.76800E+02
 1.35535E+02	 8.76600E+02
 1.38471E+02	 8.77200E+02
 1.41406E+02	 8.76700E+02
 1.44340E+02	 8.76200E+02
 1.47273E+02	 8.76400E+02
 1.50205E+02	 8.76500E+02
 1.53136E+02	 8.77500E+02
 1.56066E+02	 8.76300E+02
 1.58995E+02	 8.75800E+02
 1.61923E+02	 8.77000E+02
 1.64850E+02	 8.76400E+02
 1.67777E+02	 8.76600E+02
 1.70702E+02	 8.76700E+02
 1.73626E+02	 8.77600E+02
 1.76549E+02	 8.76800E+02
 1.79472E+02	 8.76100E+02
 1.82393E+02	 8.76300E+02
 1.85314E+02	 8.76600E+02
 1.88233E+02	 8.75900E+02
 1.91152E+02	 8.76800E+02
 1.94069E+02	 8.77300E+02
 1.96986E+02	 8.77100E+02
 1.99901E+02	 8.76500E+02
 2.02816E+02	 8.76900E+02
 2.05729E+02	 8.76400E+02
 2.08642E+02	 8.76400E+02
 2.11554E+02	 8.75900E+02
 2.14465E+02	 8.76400E+02
 2.17375E+02	 8.75900E+02
 2.20283E+02	 8.76700E+02
 2.23191E+02	 8.76600E+02
 2.26098E+02	 8.77000E+02
 2.29004E+02	 8.76800E+02
 2.31909E+02	 8.77000E+02
 2.34813E+02	 8.76900E+02
 2.37717E+02	 8.76900E+02
 2.40619E+02	 8.76700E+02
 2.43520E+02	 8.76900E+02
 2.46420E+02	 8.76800E+02
 2.49320E+02	 8.77100E+02
 2.52218E+02	 8.76500E+02
 2.55115E+02	 8.76900E+02
 2.58012E+02	 8.77000E+02
 2.60907E+02	 8.77100E+02
 2.63802E+02	 8.77000E+02
 2.66696E+02	 8.76800E+02
 2.69588E+02	 8.77200E+02
 2.72480E+02	 8.76300E+02
 2.75371E+02	 8.76400E+02
 2.78260E+02	 8.76400E+02
 2.81149E+02	 8.77500E+02
 2.84037E+02	 8.77300E+02
 2.86924E+02	 8.77000E+02
 2.89810E+02	 8.76800E+02
 2.92695E+02	 8.76200E+02
 2.95579E+02	 8.76600E+02
 2.98463E+02	 8.76700E+02
 3.01345E+02	 8.76700E+02
 3.04226E+02	 8.77200E+02
 3.07106E+02	 8.77000E+02
 3.09986E+02	 8.76700E+02
 3.12864E+02	 8.76600E+02
 3.15742E+02	 8.77000E+02
 3.18618E+02	 8.76500E+02
 3.21494E+02	 8.76100E+02
 3.24369E+02	 8.76600E+02
 3.27242E+02	 8.77000E+02
 3.30115E+02	 8.77000E+02
 3.32987E+02	 8.77100E+02
 3.35858E+02	 8.77900E+02
 3.38728E+02	 8.77100E+02
 3.41597E+02	 8.76800E+02
 3.44465E+02	 8.76600E+02
 3.47332E+02	 8.76300E+02
 3.50198E+02	 8.76800E+02
 3.53063E+02	 8.76500E+02
 3.55928E+02	 8.77300E+02
 3.58791E+02	 8.77600E+02
 3.61654E+02	 8.76800E+02
 3.64515E+02	 8.76900E+02
 3.67376E+02	 8.77500E+02
 3.70235E+02	 8.77000E+02
 3.73094E+02	 8.77400E+02
 3.75952E+02	 8.77000E+02
 3.78809E+02	 8.76900E+02
 3.81665E+02	 8.76800E+02
 3.84520E+02	 8.76700E+02
 3.87374E+02	 8.77000E+02
 3.90227E+02	 8.76800E+02
 3.93079E+02	 8.76900E+02
 3.95930E+02	 8.77200E+02
 3.98781E+02	 8.76700E+02
 4.01630E+02	 8.77400E+02
 4.04478E+02	 8.77100E+02
 4.07326E+02	 8.76900E+02
 4.10173E+02	 8.76400E+02
 4.13018E+02	 8.76800E+02
 4.15863E+02	 8.77000E+02
 4.18707E+02	 8.76300E+02
 4.21550E+02	 8.77100E+02
 4.24392E+02	 8.77100E+02
 4.27233E+02	 8.76900E+02
 4.30073E+02	 8.77000E+02
 4.32912E+02	 8.76800E+02
 4.35750E+02	 8.77100E+02
 4.38587E+02	 8.76600E+02
 4.41424E+02	 8.77600E+02
 4.44259E+02	 8.76800E+02
 4.47094E+02	 8.77300E+02
 4.49928E+02	 8.76800E+02
 4.52760E+02	 8.77100E+02
 4.55592E+02	 8.76900E+02
 4.58423E+02	 8.77100E+02
